"day_dx","date","type","MR","value","lb","ub"
147,2020-07-20,"Observed","Mortality Risk Day 60",0.077277970011534,NA,NA
148,2020-07-21,"Observed","Mortality Risk Day 30",0.0676691729323308,NA,NA
148,2020-07-21,"Observed","Mortality Risk Day 60",0.070561017929439,NA,NA
149,2020-07-22,"Observed","Mortality Risk Day 30",0.0659025787965616,NA,NA
149,2020-07-22,"Observed","Mortality Risk Day 60",0.0693409742120344,NA,NA
150,2020-07-23,"Observed","Mortality Risk Day 30",0.0681528662420382,NA,NA
150,2020-07-23,"Observed","Mortality Risk Day 60",0.0700636942675159,NA,NA
151,2020-07-24,"Observed","Mortality Risk Day 30",0.071102413568167,NA,NA
151,2020-07-24,"Observed","Mortality Risk Day 60",0.0730593607305936,NA,NA
152,2020-07-25,"Observed","Mortality Risk Day 30",0.131713554987212,NA,NA
152,2020-07-25,"Observed","Mortality Risk Day 60",0.136828644501279,NA,NA
153,2020-07-26,"Observed","Mortality Risk Day 30",0.167464114832536,NA,NA
153,2020-07-26,"Observed","Mortality Risk Day 60",0.167464114832536,NA,NA
154,2020-07-27,"Observed","Mortality Risk Day 30",0.0801001251564456,NA,NA
154,2020-07-27,"Observed","Mortality Risk Day 60",0.0826032540675845,NA,NA
155,2020-07-28,"Observed","Mortality Risk Day 30",0.0596241088788075,NA,NA
155,2020-07-28,"Observed","Mortality Risk Day 60",0.0622164614387557,NA,NA
156,2020-07-29,"Observed","Mortality Risk Day 30",0.0610932475884244,NA,NA
156,2020-07-29,"Observed","Mortality Risk Day 60",0.0610932475884244,NA,NA
157,2020-07-30,"Observed","Mortality Risk Day 30",0.0739528795811518,NA,NA
157,2020-07-30,"Observed","Mortality Risk Day 60",0.0746073298429319,NA,NA
158,2020-07-31,"Observed","Mortality Risk Day 30",0.0592057761732852,NA,NA
158,2020-07-31,"Observed","Mortality Risk Day 60",0.0606498194945848,NA,NA
159,2020-08-01,"Observed","Mortality Risk Day 30",0.116580310880829,NA,NA
159,2020-08-01,"Observed","Mortality Risk Day 60",0.119170984455959,NA,NA
160,2020-08-02,"Observed","Mortality Risk Day 30",0.200477326968974,NA,NA
160,2020-08-02,"Observed","Mortality Risk Day 60",0.200477326968974,NA,NA
161,2020-08-03,"Observed","Mortality Risk Day 30",0.0763528539659007,NA,NA
161,2020-08-03,"Observed","Mortality Risk Day 60",0.0785767234988881,NA,NA
162,2020-08-04,"Observed","Mortality Risk Day 30",0.0606641123882503,NA,NA
162,2020-08-04,"Observed","Mortality Risk Day 60",0.061941251596424,NA,NA
163,2020-08-05,"Observed","Mortality Risk Day 30",0.0668810289389068,NA,NA
163,2020-08-05,"Observed","Mortality Risk Day 60",0.0668810289389068,NA,NA
164,2020-08-06,"Observed","Mortality Risk Day 30",0.078757225433526,NA,NA
164,2020-08-06,"Observed","Mortality Risk Day 60",0.0802023121387283,NA,NA
165,2020-08-07,"Observed","Mortality Risk Day 30",0.0562983814215341,NA,NA
165,2020-08-07,"Observed","Mortality Risk Day 60",0.0570021111893033,NA,NA
166,2020-08-08,"Observed","Mortality Risk Day 30",0.110632183908046,NA,NA
166,2020-08-08,"Observed","Mortality Risk Day 60",0.116379310344828,NA,NA
167,2020-08-09,"Observed","Mortality Risk Day 30",0.228985507246377,NA,NA
167,2020-08-09,"Observed","Mortality Risk Day 60",0.23768115942029,NA,NA
168,2020-08-10,"Observed","Mortality Risk Day 30",0.0577334283677833,NA,NA
168,2020-08-10,"Observed","Mortality Risk Day 60",0.0591589451176051,NA,NA
169,2020-08-11,"Observed","Mortality Risk Day 30",0.0652024708304736,NA,NA
169,2020-08-11,"Observed","Mortality Risk Day 60",0.0665751544269046,NA,NA
170,2020-08-12,"Observed","Mortality Risk Day 30",0.0573936529372046,NA,NA
170,2020-08-12,"Observed","Mortality Risk Day 60",0.0580688723835246,NA,NA
171,2020-08-13,"Observed","Mortality Risk Day 30",0.0621621621621622,NA,NA
171,2020-08-13,"Observed","Mortality Risk Day 60",0.0655405405405405,NA,NA
172,2020-08-14,"Observed","Mortality Risk Day 30",0.0552486187845304,NA,NA
172,2020-08-14,"Observed","Mortality Risk Day 60",0.055939226519337,NA,NA
173,2020-08-15,"Observed","Mortality Risk Day 30",0.110132158590308,NA,NA
173,2020-08-15,"Observed","Mortality Risk Day 60",0.113069016152717,NA,NA
174,2020-08-16,"Observed","Mortality Risk Day 30",0.20253164556962,NA,NA
174,2020-08-16,"Observed","Mortality Risk Day 60",0.208860759493671,NA,NA
175,2020-08-17,"Observed","Mortality Risk Day 30",0.062374245472837,NA,NA
175,2020-08-17,"Observed","Mortality Risk Day 60",0.0637156270959088,NA,NA
176,2020-08-18,"Observed","Mortality Risk Day 30",0.0449029126213592,NA,NA
176,2020-08-18,"Observed","Mortality Risk Day 60",0.0467233009708738,NA,NA
177,2020-08-19,"Observed","Mortality Risk Day 30",0.0516339869281046,NA,NA
177,2020-08-19,"Observed","Mortality Risk Day 60",0.0516339869281046,NA,NA
178,2020-08-20,"Observed","Mortality Risk Day 30",0.0526315789473684,NA,NA
178,2020-08-20,"Observed","Mortality Risk Day 60",0.0540735400144196,NA,NA
179,2020-08-21,"Observed","Mortality Risk Day 30",0.0539661898569571,NA,NA
179,2020-08-21,"Observed","Mortality Risk Day 60",0.0552665799739922,NA,NA
180,2020-08-22,"Observed","Mortality Risk Day 30",0.103498542274052,NA,NA
180,2020-08-22,"Observed","Mortality Risk Day 60",0.106413994169096,NA,NA
181,2020-08-23,"Observed","Mortality Risk Day 30",0.181818181818182,NA,NA
181,2020-08-23,"Observed","Mortality Risk Day 60",0.184149184149184,NA,NA
182,2020-08-24,"Observed","Mortality Risk Day 30",0.0593869731800766,NA,NA
182,2020-08-24,"Observed","Mortality Risk Day 60",0.0593869731800766,NA,NA
183,2020-08-25,"Observed","Mortality Risk Day 30",0.066031746031746,NA,NA
183,2020-08-25,"Observed","Mortality Risk Day 60",0.0679365079365079,NA,NA
184,2020-08-26,"Observed","Mortality Risk Day 30",0.0425764192139738,NA,NA
184,2020-08-26,"Observed","Mortality Risk Day 60",0.0442139737991266,NA,NA
185,2020-08-27,"Observed","Mortality Risk Day 30",0.044340723453909,NA,NA
185,2020-08-27,"Observed","Mortality Risk Day 60",0.0449241540256709,NA,NA
186,2020-08-28,"Observed","Mortality Risk Day 30",0.052168815943728,NA,NA
186,2020-08-28,"Observed","Mortality Risk Day 60",0.0539273153575615,NA,NA
187,2020-08-29,"Observed","Mortality Risk Day 30",0.0739130434782609,NA,NA
187,2020-08-29,"Observed","Mortality Risk Day 60",0.0782608695652174,NA,NA
188,2020-08-30,"Observed","Mortality Risk Day 30",0.182072829131653,NA,NA
188,2020-08-30,"Observed","Mortality Risk Day 60",0.187675070028011,NA,NA
189,2020-08-31,"Observed","Mortality Risk Day 30",0.0615586116568435,NA,NA
189,2020-08-31,"Observed","Mortality Risk Day 60",0.0641781270464964,NA,NA
190,2020-09-01,"Observed","Mortality Risk Day 30",0.0398921832884097,NA,NA
190,2020-09-01,"Observed","Mortality Risk Day 60",0.0415094339622641,NA,NA
191,2020-09-02,"Observed","Mortality Risk Day 30",0.0446841294298921,NA,NA
191,2020-09-02,"Observed","Mortality Risk Day 60",0.0462249614791988,NA,NA
192,2020-09-03,"Observed","Mortality Risk Day 30",0.0524193548387097,NA,NA
192,2020-09-03,"Observed","Mortality Risk Day 60",0.0547235023041475,NA,NA
193,2020-09-04,"Observed","Mortality Risk Day 30",0.0389922015596881,NA,NA
193,2020-09-04,"Observed","Mortality Risk Day 60",0.0401919616076785,NA,NA
194,2020-09-05,"Observed","Mortality Risk Day 30",0.0736342042755344,NA,NA
194,2020-09-05,"Observed","Mortality Risk Day 60",0.0783847980997625,NA,NA
195,2020-09-06,"Observed","Mortality Risk Day 30",0.172506738544474,NA,NA
195,2020-09-06,"Observed","Mortality Risk Day 60",0.188679245283019,NA,NA
196,2020-09-07,"Observed","Mortality Risk Day 30",0.0624133148404993,NA,NA
196,2020-09-07,"Observed","Mortality Risk Day 60",0.0651872399445215,NA,NA
197,2020-09-08,"Observed","Mortality Risk Day 30",0.0415742793791574,NA,NA
197,2020-09-08,"Observed","Mortality Risk Day 60",0.0421286031042129,NA,NA
198,2020-09-09,"Observed","Mortality Risk Day 30",0.0494273658830621,NA,NA
198,2020-09-09,"Observed","Mortality Risk Day 60",0.0512356841470765,NA,NA
199,2020-09-10,"Observed","Mortality Risk Day 30",0.0427453341360626,NA,NA
199,2020-09-10,"Observed","Mortality Risk Day 60",0.0427453341360626,NA,NA
200,2020-09-11,"Observed","Mortality Risk Day 30",0.0510585305105853,NA,NA
200,2020-09-11,"Observed","Mortality Risk Day 60",0.0523038605230386,NA,NA
201,2020-09-12,"Observed","Mortality Risk Day 30",0.082039911308204,NA,NA
201,2020-09-12,"Observed","Mortality Risk Day 60",0.0853658536585366,NA,NA
202,2020-09-13,"Observed","Mortality Risk Day 30",0.194070080862534,NA,NA
202,2020-09-13,"Observed","Mortality Risk Day 60",0.199460916442049,NA,NA
203,2020-09-14,"Observed","Mortality Risk Day 30",0.0660445082555635,NA,NA
203,2020-09-14,"Observed","Mortality Risk Day 60",0.0667623833452979,NA,NA
204,2020-09-15,"Observed","Mortality Risk Day 30",0.0574387947269303,NA,NA
204,2020-09-15,"Observed","Mortality Risk Day 60",0.0602636534839925,NA,NA
205,2020-09-16,"Observed","Mortality Risk Day 30",0.19047619047619,NA,NA
205,2020-09-16,"Observed","Mortality Risk Day 60",0.196078431372549,NA,NA
206,2020-09-17,"Observed","Mortality Risk Day 30",0.0570276497695853,NA,NA
206,2020-09-17,"Observed","Mortality Risk Day 60",0.059331797235023,NA,NA
207,2020-09-18,"Observed","Mortality Risk Day 30",0.0343106674984404,NA,NA
207,2020-09-18,"Observed","Mortality Risk Day 60",0.0349344978165939,NA,NA
208,2020-09-19,"Observed","Mortality Risk Day 30",0.0835351089588378,NA,NA
208,2020-09-19,"Observed","Mortality Risk Day 60",0.0847457627118644,NA,NA
209,2020-09-20,"Observed","Mortality Risk Day 30",0.176610978520286,NA,NA
209,2020-09-20,"Observed","Mortality Risk Day 60",0.181384248210024,NA,NA
210,2020-09-21,"Observed","Mortality Risk Day 30",0.051994301994302,NA,NA
210,2020-09-21,"Observed","Mortality Risk Day 60",0.0534188034188034,NA,NA
211,2020-09-22,"Observed","Mortality Risk Day 30",0.036697247706422,NA,NA
211,2020-09-22,"Observed","Mortality Risk Day 60",0.037308868501529,NA,NA
212,2020-09-23,"Observed","Mortality Risk Day 30",0.0364916773367478,NA,NA
212,2020-09-23,"Observed","Mortality Risk Day 60",0.0371318822023047,NA,NA
213,2020-09-24,"Observed","Mortality Risk Day 30",0.0456026058631922,NA,NA
213,2020-09-24,"Observed","Mortality Risk Day 60",0.0469055374592834,NA,NA
214,2020-09-25,"Observed","Mortality Risk Day 30",0.0403587443946188,NA,NA
214,2020-09-25,"Observed","Mortality Risk Day 60",0.0403587443946188,NA,NA
215,2020-09-26,"Observed","Mortality Risk Day 30",0.0613362541073384,NA,NA
215,2020-09-26,"Observed","Mortality Risk Day 60",0.0613362541073384,NA,NA
216,2020-09-27,"Observed","Mortality Risk Day 30",0.165467625899281,NA,NA
216,2020-09-27,"Observed","Mortality Risk Day 60",0.165467625899281,NA,NA
217,2020-09-28,"Observed","Mortality Risk Day 30",0.0494722955145119,NA,NA
217,2020-09-28,"Observed","Mortality Risk Day 60",0.0514511873350923,NA,NA
218,2020-09-29,"Observed","Mortality Risk Day 30",0.0487654320987654,NA,NA
218,2020-09-29,"Observed","Mortality Risk Day 60",0.05,NA,NA
219,2020-09-30,"Observed","Mortality Risk Day 30",0.0558021559923906,NA,NA
219,2020-09-30,"Observed","Mortality Risk Day 60",0.0583386176284084,NA,NA
220,2020-10-01,"Observed","Mortality Risk Day 30",0.0472186287192755,NA,NA
220,2020-10-01,"Observed","Mortality Risk Day 60",0.0478654592496766,NA,NA
221,2020-10-02,"Observed","Mortality Risk Day 30",0.0499637943519189,NA,NA
221,2020-10-02,"Observed","Mortality Risk Day 60",0.0514120202751629,NA,NA
222,2020-10-03,"Observed","Mortality Risk Day 30",0.104895104895105,NA,NA
222,2020-10-03,"Observed","Mortality Risk Day 60",0.107692307692308,NA,NA
223,2020-10-04,"Observed","Mortality Risk Day 30",0.225433526011561,NA,NA
223,2020-10-04,"Observed","Mortality Risk Day 60",0.23121387283237,NA,NA
224,2020-10-05,"Observed","Mortality Risk Day 30",0.0580455547391624,NA,NA
224,2020-10-05,"Observed","Mortality Risk Day 60",0.0617193240264511,NA,NA
225,2020-10-06,"Observed","Mortality Risk Day 30",0.0516462233699161,NA,NA
225,2020-10-06,"Observed","Mortality Risk Day 60",0.0535829567462879,NA,NA
226,2020-10-07,"Observed","Mortality Risk Day 30",0.0531309297912713,NA,NA
226,2020-10-07,"Observed","Mortality Risk Day 60",0.0537634408602151,NA,NA
227,2020-10-08,"Observed","Mortality Risk Day 30",0.0494983277591973,NA,NA
227,2020-10-08,"Observed","Mortality Risk Day 60",0.0508361204013378,NA,NA
228,2020-10-09,"Observed","Mortality Risk Day 30",0.046916890080429,NA,NA
228,2020-10-09,"Observed","Mortality Risk Day 60",0.0475871313672922,NA,NA
229,2020-10-10,"Observed","Mortality Risk Day 30",0.0771388499298738,NA,NA
229,2020-10-10,"Observed","Mortality Risk Day 60",0.0785413744740533,NA,NA
230,2020-10-11,"Observed","Mortality Risk Day 30",0.163316582914573,NA,NA
230,2020-10-11,"Observed","Mortality Risk Day 60",0.165829145728643,NA,NA
231,2020-10-12,"Observed","Mortality Risk Day 30",0.0534825870646766,NA,NA
231,2020-10-12,"Observed","Mortality Risk Day 60",0.0534825870646766,NA,NA
232,2020-10-13,"Observed","Mortality Risk Day 30",0.0435530085959885,NA,NA
232,2020-10-13,"Observed","Mortality Risk Day 60",0.0441260744985673,NA,NA
233,2020-10-14,"Observed","Mortality Risk Day 30",0.0550161812297735,NA,NA
233,2020-10-14,"Observed","Mortality Risk Day 60",0.0563106796116505,NA,NA
234,2020-10-15,"Observed","Mortality Risk Day 30",0.0457788347205707,NA,NA
234,2020-10-15,"Observed","Mortality Risk Day 60",0.0463733650416171,NA,NA
235,2020-10-16,"Observed","Mortality Risk Day 30",0.0418006430868167,NA,NA
235,2020-10-16,"Observed","Mortality Risk Day 60",0.0439442658092176,NA,NA
236,2020-10-17,"Observed","Mortality Risk Day 30",0.0829326923076923,NA,NA
236,2020-10-17,"Observed","Mortality Risk Day 60",0.0829326923076923,NA,NA
237,2020-10-18,"Observed","Mortality Risk Day 30",0.192477876106195,NA,NA
237,2020-10-18,"Observed","Mortality Risk Day 60",0.194690265486726,NA,NA
238,2020-10-19,"Observed","Mortality Risk Day 30",0.0401588702559576,NA,NA
238,2020-10-19,"Observed","Mortality Risk Day 60",0.0406001765225066,NA,NA
239,2020-10-20,"Observed","Mortality Risk Day 30",0.0329166666666667,NA,NA
239,2020-10-20,"Observed","Mortality Risk Day 60",0.03375,NA,NA
240,2020-10-21,"Observed","Mortality Risk Day 30",0.0326034063260341,NA,NA
240,2020-10-21,"Observed","Mortality Risk Day 60",0.0335766423357664,NA,NA
241,2020-10-22,"Observed","Mortality Risk Day 30",0.0362285183464933,NA,NA
241,2020-10-22,"Observed","Mortality Risk Day 60",0.0366929865304227,NA,NA
242,2020-10-23,"Observed","Mortality Risk Day 30",0.0376623376623377,NA,NA
242,2020-10-23,"Observed","Mortality Risk Day 60",0.0380952380952381,NA,NA
243,2020-10-24,"Observed","Mortality Risk Day 30",0.0775109170305677,NA,NA
243,2020-10-24,"Observed","Mortality Risk Day 60",0.0807860262008734,NA,NA
244,2020-10-25,"Observed","Mortality Risk Day 30",0.176211453744493,NA,NA
244,2020-10-25,"Observed","Mortality Risk Day 60",0.180616740088106,NA,NA
245,2020-10-26,"Observed","Mortality Risk Day 30",0.0384128324187421,NA,NA
245,2020-10-26,"Observed","Mortality Risk Day 60",0.0384128324187421,NA,NA
246,2020-10-27,"Observed","Mortality Risk Day 30",0.0393401015228426,NA,NA
246,2020-10-27,"Observed","Mortality Risk Day 60",0.0401861252115059,NA,NA
247,2020-10-28,"Observed","Mortality Risk Day 30",0.0349740932642487,NA,NA
247,2020-10-28,"Observed","Mortality Risk Day 60",0.035405872193437,NA,NA
248,2020-10-29,"Observed","Mortality Risk Day 30",0.031573986804901,NA,NA
248,2020-10-29,"Observed","Mortality Risk Day 60",0.0320452403393025,NA,NA
249,2020-10-30,"Observed","Mortality Risk Day 30",0.0404713114754098,NA,NA
249,2020-10-30,"Observed","Mortality Risk Day 60",0.0404713114754098,NA,NA
250,2020-10-31,"Observed","Mortality Risk Day 30",0.0799522673031026,NA,NA
250,2020-10-31,"Observed","Mortality Risk Day 60",0.081145584725537,NA,NA
251,2020-11-01,"Observed","Mortality Risk Day 30",0.179245283018868,NA,NA
251,2020-11-01,"Observed","Mortality Risk Day 60",0.179245283018868,NA,NA
252,2020-11-02,"Observed","Mortality Risk Day 30",0.0913348946135831,NA,NA
252,2020-11-02,"Observed","Mortality Risk Day 60",0.0913348946135831,NA,NA
253,2020-11-03,"Observed","Mortality Risk Day 30",0.0372623574144487,NA,NA
253,2020-11-03,"Observed","Mortality Risk Day 60",0.0376425855513308,NA,NA
254,2020-11-04,"Observed","Mortality Risk Day 30",0.0412147505422994,NA,NA
254,2020-11-04,"Observed","Mortality Risk Day 60",0.041648590021692,NA,NA
255,2020-11-05,"Observed","Mortality Risk Day 30",0.0458295142071494,NA,NA
255,2020-11-05,"Observed","Mortality Risk Day 60",0.0458295142071494,NA,NA
256,2020-11-06,"Observed","Mortality Risk Day 30",0.04364694471387,NA,NA
256,2020-11-06,"Observed","Mortality Risk Day 60",0.0441319107662464,NA,NA
257,2020-11-07,"Observed","Mortality Risk Day 30",0.0944162436548223,NA,NA
257,2020-11-07,"Observed","Mortality Risk Day 60",0.0954314720812183,NA,NA
258,2020-11-08,"Observed","Mortality Risk Day 30",0.194029850746269,NA,NA
258,2020-11-08,"Observed","Mortality Risk Day 60",0.196162046908316,NA,NA
259,2020-11-09,"Observed","Mortality Risk Day 30",0.0370234604105572,NA,NA
259,2020-11-09,"Observed","Mortality Risk Day 60",0.0373900293255132,NA,NA
260,2020-11-10,"Observed","Mortality Risk Day 30",0.0391040242976462,NA,NA
260,2020-11-10,"Observed","Mortality Risk Day 60",0.0391040242976462,NA,NA
261,2020-11-11,"Observed","Mortality Risk Day 30",0.0518548065416833,NA,NA
261,2020-11-11,"Observed","Mortality Risk Day 60",0.0518548065416833,NA,NA
262,2020-11-12,"Observed","Mortality Risk Day 30",0.0412863972186006,NA,NA
262,2020-11-12,"Observed","Mortality Risk Day 60",0.0412863972186006,NA,NA
263,2020-11-13,"Observed","Mortality Risk Day 30",0.0432432432432432,NA,NA
263,2020-11-13,"Observed","Mortality Risk Day 60",0.0432432432432432,NA,NA
264,2020-11-14,"Observed","Mortality Risk Day 30",0.08125,NA,NA
264,2020-11-14,"Observed","Mortality Risk Day 60",0.08125,NA,NA
265,2020-11-15,"Observed","Mortality Risk Day 30",0.185121107266436,NA,NA
265,2020-11-15,"Observed","Mortality Risk Day 60",0.185121107266436,NA,NA
266,2020-11-16,"Observed","Mortality Risk Day 30",0.167224080267559,NA,NA
266,2020-11-16,"Observed","Mortality Risk Day 60",0.167224080267559,NA,NA
267,2020-11-17,"Observed","Mortality Risk Day 30",0.0407617774807885,NA,NA
267,2020-11-17,"Observed","Mortality Risk Day 60",0.0407617774807885,NA,NA
268,2020-11-18,"Observed","Mortality Risk Day 30",0.0434451219512195,NA,NA
268,2020-11-18,"Observed","Mortality Risk Day 60",0.0434451219512195,NA,NA
269,2020-11-19,"Observed","Mortality Risk Day 30",0.0440199335548173,NA,NA
269,2020-11-19,"Observed","Mortality Risk Day 60",0.0440199335548173,NA,NA
270,2020-11-20,"Observed","Mortality Risk Day 30",0.0468187274909964,NA,NA
270,2020-11-20,"Observed","Mortality Risk Day 60",0.0468187274909964,NA,NA
271,2020-11-21,"Observed","Mortality Risk Day 30",0.0633802816901408,NA,NA
271,2020-11-21,"Observed","Mortality Risk Day 60",0.0633802816901408,NA,NA
272,2020-11-22,"Observed","Mortality Risk Day 30",0.175806451612903,NA,NA
272,2020-11-22,"Observed","Mortality Risk Day 60",0.175806451612903,NA,NA
273,2020-11-23,"Observed","Mortality Risk Day 30",0.0398230088495575,NA,NA
273,2020-11-23,"Observed","Mortality Risk Day 60",0.0398230088495575,NA,NA
274,2020-11-24,"Observed","Mortality Risk Day 30",0.0290140845070423,NA,NA
274,2020-11-24,"Observed","Mortality Risk Day 60",0.0290140845070423,NA,NA
275,2020-11-25,"Observed","Mortality Risk Day 30",0.0381795968234575,NA,NA
275,2020-11-25,"Observed","Mortality Risk Day 60",0.0381795968234575,NA,NA
276,2020-11-26,"Observed","Mortality Risk Day 30",0.0340095465393795,NA,NA
276,2020-11-26,"Observed","Mortality Risk Day 60",0.0340095465393795,NA,NA
277,2020-11-27,"Observed","Mortality Risk Day 30",0.0344135359908231,NA,NA
277,2020-11-27,"Observed","Mortality Risk Day 60",0.0344135359908231,NA,NA
278,2020-11-28,"Observed","Mortality Risk Day 30",0.0513942044833242,NA,NA
278,2020-11-28,"Observed","Mortality Risk Day 60",0.0513942044833242,NA,NA
279,2020-11-29,"Observed","Mortality Risk Day 30",0.131284916201117,NA,NA
279,2020-11-29,"Observed","Mortality Risk Day 60",0.131284916201117,NA,NA
280,2020-11-30,"Observed","Mortality Risk Day 30",0.0238151940938319,NA,NA
280,2020-11-30,"Observed","Mortality Risk Day 60",0.0238151940938319,NA,NA
281,2020-12-01,"Observed","Mortality Risk Day 30",0.0234287001576932,NA,NA
281,2020-12-01,"Observed","Mortality Risk Day 60",0.0234287001576932,NA,NA
282,2020-12-02,"Observed","Mortality Risk Day 30",0.023192645215211,NA,NA
282,2020-12-02,"Observed","Mortality Risk Day 60",0.023192645215211,NA,NA
283,2020-12-03,"Observed","Mortality Risk Day 30",0.0199506375976964,NA,NA
283,2020-12-03,"Observed","Mortality Risk Day 60",0.0199506375976964,NA,NA
284,2020-12-04,"Observed","Mortality Risk Day 30",0.0124573035965441,NA,NA
284,2020-12-04,"Observed","Mortality Risk Day 60",0.0124573035965441,NA,NA
285,2020-12-05,"Observed","Mortality Risk Day 30",0.0236753100338219,NA,NA
285,2020-12-05,"Observed","Mortality Risk Day 60",0.0236753100338219,NA,NA
286,2020-12-06,"Observed","Mortality Risk Day 30",0.0738255033557047,NA,NA
286,2020-12-06,"Observed","Mortality Risk Day 60",0.0738255033557047,NA,NA
287,2020-12-07,"Observed","Mortality Risk Day 30",0.00761871013465627,NA,NA
287,2020-12-07,"Observed","Mortality Risk Day 60",0.00761871013465627,NA,NA
